age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
35,Private,Associates,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States,>50K
48,Private,Dropout,Never-Married,Service,Not-in-family,White,Female,0,0,30,United-States,<=50K
22,Private,Dropout,Married,Blue-Collar,Unmarried,White,Female,0,0,37,United-States,<=50K
18,State-gov,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,12,United-States,<=50K
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,Dropout,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
46,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,15,United-States,<=50K
63,Private,High School grad,Married,White-Collar,Unmarried,White,Female,0,0,40,*,<=50K
28,Private,High School grad,Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,High School grad,Married,Sales,Wife,White,Female,0,0,35,United-States,>50K
40,State-gov,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,82,*,<=50K
57,Local-gov,Bachelors,Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,Bachelors,Never-Married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
30,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Female,0,0,10,United-States,<=50K
34,Local-gov,Masters,Married,Service,Husband,Black,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,Masters,Married,Professional,Husband,White,Male,0,0,35,United-States,>50K
23,Private,High School grad,Never-Married,Other,Own-child,White,Male,0,0,40,United-States,<=50K
19,State-gov,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,12,United-States,<=50K
33,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Female,0,0,35,United-States,<=50K
20,Private,Associates,Never-Married,Sales,Unmarried,Black,Female,0,0,30,United-States,<=50K
30,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
68,Private,High School grad,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
22,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,50,United-States,<=50K
23,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States,<=50K
48,Private,Associates,Married,Professional,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-inc,*,Married,White-Collar,Husband,White,Male,15024,0,60,*,>50K
28,Self-emp-inc,High School grad,Never-Married,Blue-Collar,Husband,White,Male,0,1473,40,*,<=50K
25,Local-gov,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,38,United-States,<=50K
60,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
44,Private,Associates,Separated,Sales,Not-in-family,Black,Female,0,0,40,*,<=50K
40,Self-emp-not-inc,Associates,Never-Married,Admin,Wife,Black,Female,0,0,2,United-States,<=50K
25,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,25,United-States,<=50K
39,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,60,United-States,>50K
55,Private,High School grad,Separated,Sales,Wife,Black,Female,0,0,50,United-States,<=50K
46,State-gov,High School grad,Never-Married,Blue-Collar,Wife,Black,Female,0,0,25,United-States,<=50K
35,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,38,United-States,<=50K
67,Private,High School grad,Separated,Admin,Not-in-family,Black,Female,0,0,20,United-States,<=50K
42,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,Bachelors,Married,Admin,Husband,White,Male,0,0,25,United-States,<=50K
49,Local-gov,Bachelors,Separated,Professional,Unmarried,White,Female,0,0,50,United-States,<=50K
37,Self-emp-not-inc,High School grad,Never-Married,Admin,Wife,Black,Female,0,0,35,United-States,<=50K
21,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,48,*,<=50K
64,Self-emp-inc,*,Married,Professional,Husband,Asian-Pac-Islander,Male,0,1979,60,*,<=50K
23,State-gov,Associates,Never-Married,Admin,Not-in-family,White,Female,0,0,30,United-States,<=50K
31,Private,High School grad,Separated,Blue-Collar,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,High School grad,Separated,Other,Husband,White,Male,0,0,40,United-States,>50K
28,Private,High School grad,Never-Married,Other,Own-child,Black,Female,0,0,40,United-States,<=50K
24,Private,High School grad,Separated,Service,Own-child,Black,Female,0,0,45,United-States,<=50K
25,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,State-gov,High School grad,Never-Married,Service,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,High School grad,Never-Married,Other,Own-child,White,Male,0,0,20,United-States,<=50K
33,Private,Bachelors,Married,Professional,Unmarried,White,Female,0,0,24,United-States,<=50K
56,Local-gov,High School grad,Separated,Professional,Unmarried,Black,Male,0,0,48,United-States,<=50K
45,Private,Masters,Separated,White-Collar,Not-in-family,White,Male,0,0,45,*,<=50K
32,Private,Associates,Married,Professional,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,High School grad,Separated,Blue-Collar,Husband,Black,Female,0,0,25,United-States,<=50K
51,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
40,Private,Masters,Separated,White-Collar,Not-in-family,Black,Female,0,0,54,United-States,<=50K
35,Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,Bachelors,Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,24,*,<=50K
29,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,48,United-States,<=50K
31,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Male,0,1316,40,United-States,>50K
27,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,25,United-States,<=50K
35,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Own-child,Black,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,High School grad,Married,Admin,Husband,White,Male,0,0,45,United-States,>50K
29,State-gov,High School grad,Separated,Admin,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,54,United-States,>50K
54,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
30,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,54,United-States,<=50K
24,Private,Dropout,Never-Married,Admin,Own-child,White,Female,173,0,30,United-States,<=50K
45,State-gov,Associates,Married,Professional,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-inc,*,Married,Professional,Husband,White,Male,15024,0,60,United-States,>50K
30,State-gov,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,>50K
44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
37,Private,High School grad,Separated,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,60,*,>50K
45,Local-gov,High School grad,Married,Professional,Husband,Black,Male,0,0,40,United-States,<=50K
54,Private,High School grad,Separated,White-Collar,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,*,Never-Married,Professional,Not-in-family,White,Male,0,0,89,United-States,<=50K
17,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,30,United-States,<=50K
30,Private,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,1463,80,United-States,<=50K
31,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,30,United-States,<=50K
38,Local-gov,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,55,*,<=50K
51,Private,High School grad,Married,Admin,Wife,White,Female,0,0,35,United-States,<=50K
44,Private,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,60,United-States,>50K
63,Private,Dropout,Never-Married,Admin,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Blue-Collar,Unmarried,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
33,Private,*,Separated,Professional,Wife,White,Female,0,0,40,United-States,>50K
26,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,Masters,Separated,Admin,Unmarried,White,Female,69,0,45,United-States,<=50K
20,Private,High School grad,Never-Married,Sales,Not-in-family,Black,Male,0,0,45,United-States,<=50K
61,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
35,Local-gov,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,50,*,<=50K
24,Private,Masters,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,Dropout,Never-Married,Sales,Not-in-family,White,Female,0,0,40,*,<=50K
69,Self-emp-inc,Masters,Separated,Professional,Husband,White,Male,7687,0,50,United-States,>50K
49,Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
36,Local-gov,High School grad,Married,Admin,Own-child,Black,Female,0,0,40,*,<=50K
35,Private,High School grad,Separated,Admin,Wife,White,Female,3103,0,25,United-States,<=50K
24,Private,Dropout,Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,Associates,Never-Married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
57,State-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,60,United-States,>50K
22,Private,High School grad,Married,Other,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
44,Private,Dropout,Separated,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,Bachelors,Married,Professional,Not-in-family,White,Male,0,0,40,*,<=50K
37,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Female,0,0,25,United-States,<=50K
38,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,80,United-States,>50K
54,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,60,United-States,>50K
54,Local-gov,*,Married,White-Collar,Husband,White,Male,0,1902,48,United-States,>50K
48,Private,*,Married,Blue-Collar,Husband,White,Male,0,1886,45,United-States,>50K
23,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,Associates,Married,White-Collar,Wife,White,Male,0,0,50,United-States,>50K
30,Private,Bachelors,Never-Married,Sales,Wife,White,Male,0,0,16,United-States,<=50K
50,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,>50K
25,Private,Bachelors,Never-Married,Professional,Unmarried,White,Male,0,0,40,United-States,<=50K
53,Private,Dropout,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,Masters,Married,White-Collar,Husband,Black,Male,0,0,40,United-States,>50K
18,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
26,Private,High School grad,Never-Married,Admin,Unmarried,White,Male,0,0,20,United-States,<=50K
21,State-gov,High School grad,Never-Married,Blue-Collar,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
27,Private,Dropout,Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,High School grad,Married,Admin,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
55,Self-emp-inc,*,Married,White-Collar,Husband,White,Male,15024,0,40,*,>50K
40,Private,High School grad,Married,Service,Own-child,White,Male,0,0,15,*,<=50K
54,Self-emp-not-inc,Bachelors,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,High School grad,Never-Married,Professional,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,High School grad,Separated,Professional,Unmarried,White,Female,0,0,54,United-States,>50K
44,Private,High School grad,Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,Associates,Married,White-Collar,Husband,White,Male,0,1977,54,United-States,>50K
40,Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,45,United-States,>50K
22,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
38,Self-emp-not-inc,Bachelors,Never-Married,Professional,Not-in-family,White,Male,222,0,45,United-States,<=50K
35,State-gov,Masters,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,54,United-States,<=50K
32,Private,High School grad,Married,Sales,Husband,White,Male,0,1902,50,United-States,>50K
43,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,High School grad,Married,Other,Not-in-family,White,Male,0,0,45,United-States,<=50K
26,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Local-gov,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,50,United-States,<=50K
78,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
55,Private,High School grad,Separated,Professional,Unmarried,Black,Female,0,0,40,United-States,<=50K
47,Private,High School grad,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,8,United-States,<=50K
51,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,35,United-States,>50K
71,Self-emp-not-inc,Dropout,Married,Other,Husband,White,Male,0,0,8,United-States,<=50K
29,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
51,Private,High School grad,Married,Service,Wife,White,Male,0,0,15,United-States,>50K
26,Private,Bachelors,Widowed,Sales,Wife,White,Female,4802,0,40,United-States,>50K
45,Private,High School grad,Never-Married,Blue-Collar,Husband,Black,Male,0,0,60,United-States,<=50K
29,Private,Associates,Married,Professional,Husband,White,Male,4989,0,50,United-States,>50K
27,Private,High School grad,Married,Other,Wife,White,Female,3103,0,40,United-States,<=50K
17,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,25,United-States,<=50K
51,Local-gov,High School grad,Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,Bachelors,Separated,Professional,Husband,White,Female,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Service,Not-in-family,Black,Female,0,0,25,United-States,<=50K
61,Private,High School grad,Married,White-Collar,Husband,Black,Male,2777,0,45,United-States,<=50K
22,State-gov,High School grad,Never-Married,Service,Own-child,White,Female,0,0,40,United-States,<=50K
32,Local-gov,Associates,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,*,<=50K
41,Self-emp-not-inc,*,Married,Blue-Collar,Husband,White,Male,0,0,70,United-States,>50K
41,Private,High School grad,Never-Married,Professional,Wife,Black,Female,0,0,60,United-States,<=50K
60,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Husband,Black,Male,0,0,30,United-States,<=50K
21,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,25,United-States,<=50K
32,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,50,United-States,>50K
59,Private,High School grad,Married,White-Collar,Husband,White,Male,15024,0,40,United-States,>50K
42,Private,Associates,Widowed,Other,Unmarried,White,Female,0,0,24,United-States,<=50K
29,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,<=50K
38,Private,High School grad,Married,Blue-Collar,Own-child,Black,Male,0,0,40,United-States,<=50K
45,Private,Dropout,Never-Married,Admin,Unmarried,White,Male,0,0,40,United-States,>50K
37,*,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,State-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,54,United-States,<=50K
29,Private,High School grad,Never-Married,Professional,Not-in-family,Black,Female,0,0,40,United-States,>50K
59,Private,High School grad,Separated,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Local-gov,Dropout,Never-Married,Professional,Not-in-family,White,Male,0,0,35,United-States,<=50K
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
67,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
34,Private,High School grad,Married,Professional,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,54,United-States,<=50K
69,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,8513,0,71,United-States,>50K
43,Private,High School grad,Separated,Blue-Collar,Husband,Black,Female,0,0,40,United-States,<=50K
30,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,35,*,<=50K
39,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,45,United-States,<=50K
61,Local-gov,Masters,Married,Service,Husband,White,Male,0,0,40,United-States,>50K
24,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,50,United-States,<=50K
19,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,10,United-States,<=50K
39,Private,High School grad,Separated,Admin,Husband,Black,Male,0,0,40,United-States,<=50K
36,Private,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
54,State-gov,Masters,Married,White-Collar,Wife,White,Female,0,0,54,United-States,>50K
38,Self-emp-not-inc,Bachelors,Separated,Professional,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,High School grad,Never-Married,Sales,Wife,White,Female,5013,0,43,United-States,<=50K
43,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Private,High School grad,Married,Service,Husband,White,Female,0,0,54,*,<=50K
54,Local-gov,Bachelors,Never-Married,Service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,*,<=50K
18,Private,High School grad,Never-Married,Sales,Own-child,Black,Female,0,0,18,United-States,<=50K
44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,Bachelors,Married,Professional,Husband,White,Male,7298,0,35,United-States,>50K
46,Private,*,Married,Blue-Collar,Husband,White,Male,0,0,40,*,>50K
31,State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,State-gov,High School grad,Widowed,Service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
51,Private,High School grad,Married,White-Collar,Wife,Black,Female,0,0,40,United-States,<=50K
27,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,30,United-States,<=50K
45,Private,High School grad,Separated,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
27,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,80,United-States,>50K
34,Self-emp-not-inc,High School grad,Separated,Service,Not-in-family,White,Male,0,0,40,*,<=50K
21,State-gov,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,12,United-States,<=50K
24,Local-gov,*,Never-Married,White-Collar,Own-child,White,Female,0,0,65,United-States,<=50K
35,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,Bachelors,Married,White-Collar,Husband,White,Female,0,0,45,United-States,<=50K
62,Private,Associates,Married,Professional,Wife,White,Female,7687,0,35,United-States,>50K
32,Local-gov,Bachelors,Separated,Professional,Own-child,White,Male,0,0,50,United-States,<=50K
32,Private,Dropout,Married,Blue-Collar,Wife,White,Male,0,0,40,United-States,<=50K
57,*,High School grad,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,1873,40,United-States,>50K
41,Self-emp-not-inc,*,Married,Service,Husband,White,Male,0,0,60,United-States,>50K
67,Private,High School grad,Married,Service,Wife,White,Female,0,0,20,United-States,<=50K
26,Private,High School grad,Never-Married,Blue-Collar,Husband,White,Female,0,0,32,United-States,<=50K
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,35,United-States,>50K
48,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
50,Self-emp-not-inc,High School grad,Married,Other,Husband,White,Female,0,0,40,United-States,<=50K
26,Local-gov,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
49,Private,High School grad,Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
69,Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,12,United-States,<=50K
61,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,High School grad,Married,Other,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
47,State-gov,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
35,Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,50,*,<=50K
55,Self-emp-not-inc,Dropout,Separated,Sales,Husband,White,Male,0,0,50,United-States,<=50K
40,Local-gov,High School grad,Never-Married,Admin,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
51,Private,Bachelors,Married,Sales,Husband,White,Male,99999,0,50,United-States,>50K
31,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
56,Local-gov,*,Married,Professional,Not-in-family,White,Male,0,2145,40,United-States,>50K
37,Local-gov,Associates,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
23,Private,Masters,Never-Married,Admin,Own-child,White,Male,0,0,35,United-States,<=50K
55,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,52,United-States,>50K
50,State-gov,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,38,*,<=50K
49,Local-gov,Associates,Separated,Admin,Unmarried,White,Female,0,0,16,United-States,<=50K
18,Private,High School grad,Separated,Service,Own-child,Black,Female,0,0,40,United-States,<=50K
38,Private,Masters,Married,Professional,Wife,White,Male,99999,0,40,United-States,>50K
46,Private,Bachelors,Separated,Professional,Wife,White,Male,0,0,40,United-States,<=50K
26,State-gov,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,High School grad,Married,Sales,Wife,White,Male,0,0,40,United-States,>50K
23,Private,High School grad,Never-Married,Service,Unmarried,White,Female,0,0,30,United-States,<=50K
41,Private,Dropout,Married,White-Collar,Husband,White,Male,0,0,60,United-States,<=50K
33,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,3135,0,40,United-States,<=50K
55,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,>50K
59,Private,High School grad,Married,White-Collar,Husband,White,Male,99999,0,40,United-States,>50K
38,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,Associates,Never-Married,Admin,Not-in-family,Asian-Pac-Islander,Female,0,0,16,United-States,<=50K
48,Self-emp-inc,Masters,Married,Blue-Collar,Unmarried,White,Male,0,0,60,United-States,<=50K
71,Self-emp-not-inc,Associates,Widowed,Sales,Unmarried,White,Female,0,0,16,United-States,<=50K
31,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,50,United-States,<=50K
38,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
37,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,Bachelors,Married,Sales,Husband,White,Male,3103,0,40,Latin-America,>50K
42,Local-gov,*,Married,Admin,Unmarried,White,Male,0,0,47,United-States,>50K
45,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
41,Self-emp-not-inc,Dropout,Never-Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
38,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,Private,Dropout,Separated,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,45,*,<=50K
52,Self-emp-inc,Associates,Married,Admin,Husband,White,Male,15024,0,40,United-States,>50K
32,Private,Bachelors,Never-Married,White-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,High School grad,Married,Blue-Collar,Husband,White,Male,7687,0,38,United-States,>50K
45,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,Associates,Never-Married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,Bachelors,Never-Married,Service,Not-in-family,White,Female,0,0,20,*,<=50K
41,Private,High School grad,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,>50K
52,Private,Associates,Married,Blue-Collar,Wife,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,Bachelors,Widowed,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
70,Private,Masters,Married,Professional,Husband,White,Male,0,0,35,United-States,>50K
37,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,Masters,Married,White-Collar,Husband,White,Male,5178,0,40,United-States,>50K
25,Self-emp-not-inc,Masters,Separated,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,30,United-States,<=50K
50,Private,Bachelors,Married,Other,Husband,White,Male,0,0,50,United-States,>50K
25,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,12,United-States,<=50K
